CODIGO_ENTIDAD|NOMBRE|TIPO_GESTION|ESTADO_LICENCIAMIENTO|PERIODO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|DEPARTAMENTO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|DENOMINACION_PROGRAMA|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PÚBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|GÉNERO Y DESARROLLO|POSGRADO|MAESTRÍA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
042|UNIVERSIDAD NACIONAL DEL SANTA|PÚBLICO|LICENCIA OTORGADA|6|S|UNS-ÁNCASH|ÁNCASH|SANTA|SL01|ÁNCASH|SANTA|NUEVO CHIMBOTE|-9.1195533|-78.5133704|DECLARADO|ENFERMERÍA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|DOCTORADO EN CIENCIAS DE LA VIDA|POSGRADO|DOCTORADO|51|CIENCIAS BIOLÓGICAS Y AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F05|UPCV-LIMA|LIMA|LIMA|F05L02|LIMA|LIMA|SAN JUAN DE LURIGANCHO|-11.9814929|-77.0001665|AUTORIZADO POR LIC.|ADMINISTRACIÓN EN TURISMO Y HOTELERÍA|PREGRADO|CARRERA PROFESIONAL|01|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
011|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|PÚBLICO|LICENCIA OTORGADA|8|S|UNAP-LORETO|LORETO|MAYNAS|SL08|LORETO|MAYNAS|IQUITOS|-3.7527575|-73.2699785|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN SALUD OCUPACIONAL|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PÚBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|INGENIERÍA ELECTRÓNICA|PREGRADO|CARRERA PROFESIONAL|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN NEUMOLOGÍA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PÚBLICO|LICENCIA OTORGADA|8|S|UNSAAC-CUSCO|CUSCO|CUSCO|SL01|CUSCO|CUSCO|CUSCO|-13.52193|-71.9583208|AUTORIZADO POR LIC.|EDUCACIÓN SECUNDARIA ESPECIALIDAD CIENCIAS NATURALES|PREGRADO|CARRERA PROFESIONAL|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
068|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UCS-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|MIRAFLORES|-12.1211435|-77.0256582|AUTORIZADO POR LIC.|MAESTRÍA EN EDUCACIÓN SUPERIOR CON MENCIÓN EN DOCENCIA E INVESTIGACIÓN UNIVERSITARIA|POSGRADO|MAESTRÍA|13|EDUCACIÓN SUPERIOR Y TECNOLÓGICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
011|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|PÚBLICO|LICENCIA OTORGADA|8|S|UNAP-LORETO|LORETO|MAYNAS|SL06|LORETO|MAYNAS|IQUITOS|-3.749609062|-73.24723057|AUTORIZADO POR LIC.|EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN CIENCIAS NATURALES|PREGRADO|CARRERA PROFESIONAL|12|EDUCACIÓN SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN CENTRO QUIRÚRGICO ESPECIALIZADO|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN SALUD FAMILIAR Y COMUNITARIA|POSGRADO|SEGUNDA ESPECIALIDAD|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MARTÍN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN PRODUCCIÓN, ADMINISTRACIÓN Y SANIDAD AVÍCOLA|POSGRADO|SEGUNDA ESPECIALIDAD|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
010|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ|PÚBLICO|LICENCIA OTORGADA|6|F03|UNCP-JUNÍN|JUNÍN|SATIPO|F03L01|JUNÍN|SATIPO|RÍO NEGRO|-11.21401817|-74.65583323|AUTORIZADO POR LIC.|MAESTRÍA EN DESARROLLO SOSTENIBLE CON MENCIÓN EN GESTIÓN DE LA PRODUCCIÓN ORGÁNICA Y AGRONEGOCIOS|POSGRADO|MAESTRÍA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
005|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|PÚBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL02|AREQUIPA|AREQUIPA|AREQUIPA|-16.4086078|-71.5285764|AUTORIZADO POR LIC.|MAESTRÍA EN CIENCIAS: EDUCACIÓN CON MENCIÓN EN EDUCACIÓN SUPERIOR|POSGRADO|MAESTRÍA|13|EDUCACIÓN SUPERIOR Y TECNOLÓGICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
027|UNIVERSIDAD NACIONAL DEL CALLAO|PÚBLICO|LICENCIA OTORGADA|6|S|UNC-CALLAO|CALLAO|PROV. CONST. DEL CALLAO|SL01|CALLAO|PROV. CONST. DEL CALLAO|BELLAVISTA|-12.0612769|-77.1173082|AUTORIZADO POR LIC.|FÍSICA|PREGRADO|CARRERA PROFESIONAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
020|UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN|PRIVADO|LICENCIA OTORGADA|6|S|UNIFE-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LA MOLINA|-12.0716313|-76.9650529|AUTORIZADO POR LIC.|CONTABILIDAD Y FINANZAS|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
008|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD EN DERECHO TRIBUTARIO|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PÚBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|CIRUGÍA PLÁSTICA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
035|UNIVERSIDAD NACIONAL DE UCAYALI|PÚBLICO|LICENCIA OTORGADA|6|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|MAESTRÍA EN GESTIÓN EMPRESARIAL CON MENCIÓN EN AUDITORÍA DE LA GESTIÓN EMPRESARIAL|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
035|UNIVERSIDAD NACIONAL DE UCAYALI|PÚBLICO|LICENCIA OTORGADA|6|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|MAESTRÍA EN EDUCACIÓN CON MENCIÓN EN EDUCACIÓN INFANTIL|POSGRADO|MAESTRÍA|11|EDUCACIÓN INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
015|UNIVERSIDAD CATÓLICA DE SANTA MARÍA|PRIVADO|LICENCIA OTORGADA|6|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|CENTRO QUIRÚRGICO|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
051|UNIVERSIDAD NACIONAL DE HUANCAVELICA|PÚBLICO|LICENCIA OTORGADA|6|S|UNH-HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|SL01|HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|-12.7781367|-74.9614392|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN SALUD FAMILIAR Y COMUNITARIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PÚBLICO|LICENCIA OTORGADA|6|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN PSICOLOGÍA EDUCATIVA|POSGRADO|SEGUNDA ESPECIALIDAD|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
034|UNIVERSIDAD NACIONAL DE SAN MARTÍN|PÚBLICO|LICENCIA OTORGADA|6|S|UNSM-SAN MARTÍN|SAN MARTÍN|SAN MARTÍN|SL02|SAN MARTÍN|SAN MARTÍN|MORALES|-6.484769492|-76.37760713|AUTORIZADO POR LIC.|IDIOMAS|PREGRADO|CARRERA PROFESIONAL|23|IDIOMAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
061|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|PRIVADO|LICENCIA OTORGADA|6|S|UPNW-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0697607|-77.0374712|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD DE ENFERMERÍA EN SALUD OCUPACIONAL|POSGRADO|SEGUNDA ESPECIALIDAD|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
023|UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO|PÚBLICO|LICENCIA OTORGADA|6|S|UNHV-HUÁNUCO|HUÁNUCO|HUÁNUCO|SL01|HUÁNUCO|HUÁNUCO|PILLCO MARCA|-9.9496157|-76.2501276|AUTORIZADO POR LIC.|PROGRAMA DE LICENCIATURA - PROLI|PREGRADO|CARRERA PROFESIONAL|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
022|UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA|PÚBLICO|LICENCIA OTORGADA|6|S|UNAS-HUÁNUCO|HUÁNUCO|LEONCIO PRADO|SL01|HUÁNUCO|LEONCIO PRADO|RUPA-RUPA|-9.313946688|-75.99658307|AUTORIZADO POR LIC.|ADMINISTRACIÓN|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
071|UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE|PRIVADO|LICENCIA OTORGADA|6|F03|UCSS-PIURA|PIURA|MORROPÓN|F03L01|PIURA|MORROPÓN|CHULUCANAS|-5.0975431|-80.1613827|AUTORIZADO POR LIC.|ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
005|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|PÚBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|GERENCIA PÚBLICA Y GOBERNABILIDAD|POSGRADO|SEGUNDA ESPECIALIDAD|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|MAESTRÍA EN PSICOLOGÍA EDUCACIONAL CON MENCIÓN EN PSICOLOGÍA ESCOLAR Y PROBLEMAS DE APRENDIZAJE, PSICOPEDAGOGÍA COGNITIVA Y DESARROLLO PSICOLÓGICO|POSGRADO|MAESTRÍA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
019|UNIVERSIDAD DE SAN MARTÍN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|CIRUGÍA DE RETINA Y VÍTREO|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
054|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPC-LIMA|LIMA|LIMA|SL10|LIMA|LIMA|CHORRILLOS|-12.1964766|-77.0055369|AUTORIZADO POR LIC.|MAESTRÍA EN GESTIÓN Y DOCENCIA EN ALIMENTACIÓN Y NUTRICIÓN|POSGRADO|MAESTRÍA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
023|UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO|PÚBLICO|LICENCIA OTORGADA|6|S|UNHV-HUÁNUCO|HUÁNUCO|HUÁNUCO|SL01|HUÁNUCO|HUÁNUCO|PILLCO MARCA|-9.9496157|-76.2501276|AUTORIZADO POR LIC.|MAESTRÍA EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE, MENCIÓN EN GESTIÓN AMBIENTAL|POSGRADO|MAESTRÍA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
055|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPN-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.0998876|-79.0190587|AUTORIZADO POR LIC.|ARQUITECTURA Y DISEÑO DE INTERIORES|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PÚBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|MAESTRÍA EN INGENIERÍA DE MINAS CON MENCIÓN EN GESTIÓN DE SEGURIDAD MINERA|POSGRADO|MAESTRÍA|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PÚBLICO|LICENCIA OTORGADA|6|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|MAESTRÍA EN INGENIERÍA CIVIL MENCIÓN TRANSPORTES E INFRAESTRUCTURA VIAL|POSGRADO|MAESTRÍA|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|MAESTRÍA EN PERIODONCIA|POSGRADO|MAESTRÍA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
025|UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE|PÚBLICO|LICENCIA OTORGADA|6|S|UNEEGV-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LURIGANCHO|-11.9475748|-76.7011822|AUTORIZADO POR LIC.|EDUCACIÓN CON ESPECIALIDAD DE EBANISTERÍA Y DECORACIÓN|PREGRADO|CARRERA PROFESIONAL|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
011|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|PÚBLICO|LICENCIA OTORGADA|8|S|UNAP-LORETO|LORETO|MAYNAS|SL11|LORETO|MAYNAS|SAN JUAN BAUTISTA|-3.7739833|-73.2660385|AUTORIZADO POR LIC.|INGENIERÍA EN INDUSTRIAS ALIMENTARIAS|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
061|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|PRIVADO|LICENCIA OTORGADA|6|S|UPNW-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LIMA|-12.0687433|-77.0369808|AUTORIZADO POR LIC.|MEDICINA HUMANA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
010|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ|PÚBLICO|LICENCIA OTORGADA|6|S|UNCP-JUNÍN|JUNÍN|HUANCAYO|SL01|JUNÍN|HUANCAYO|EL TAMBO|-12.0330464|-75.237332|AUTORIZADO POR LIC.|MAESTRÍA EN GESTIÓN PÚBLICA|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
022|UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA|PÚBLICO|LICENCIA OTORGADA|6|S|UNAS-HUÁNUCO|HUÁNUCO|LEONCIO PRADO|SL01|HUÁNUCO|LEONCIO PRADO|RUPA-RUPA|-9.313946688|-75.99658307|AUTORIZADO POR LIC.|MAESTRÍA EN CIENCIAS ECONÓMICAS MENCIÓN: POLÍTICA Y ADMINISTRACIÓN TRIBUTARIA|POSGRADO|MAESTRÍA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
011|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|PÚBLICO|LICENCIA OTORGADA|8|F06|UNAP-LORETO|LORETO|LORETO|F06L01|LORETO|LORETO|NAUTA|-4.5050176|-73.5770072|AUTORIZADO POR LIC.|EDUCACIÓN FÍSICA, CON MENCIÓN EN FORMACIÓN DEPORTIVA|PREGRADO|CARRERA PROFESIONAL|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MARTÍN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ESTADÍSTICA EN INVESTIGACIÓN|POSGRADO|SEGUNDA ESPECIALIDAD|54|MATEMÁTICAS Y ESTADÍSTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MARTÍN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN SALUD MENTAL Y PSIQUIATRÍA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PÚBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|INGENIERÍA CIVIL|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
043|UNIVERSIDAD PRIVADA DE TACNA|PRIVADO|LICENCIA OTORGADA|6|S|UPT-TACNA|TACNA|TACNA|SL01|TACNA|TACNA|POCOLLAY|-18.0058389|-70.2254838|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN INGENIERÍA AMBIENTAL|POSGRADO|SEGUNDA ESPECIALIDAD|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PÚBLICO|LICENCIA OTORGADA|8|S|UNSAAC-CUSCO|CUSCO|CUSCO|SL01|CUSCO|CUSCO|CUSCO|-13.52193|-71.9583208|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN MEDICINA HUMANA - RESIDENTADO MÉDICO DE LA ESPECIALIDAD: MEDICINA INTENSIVA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
104|UNIVERSIDAD LE CORDON BLEU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|ULCB-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|MAGDALENA DEL MAR|-12.0985893|-77.05636|AUTORIZADO POR LIC.|MARKETING Y GESTIÓN COMERCIAL|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
002|UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA|PÚBLICO|LICENCIA OTORGADA|6|S|UNSCH-AYACUCHO|AYACUCHO|HUAMANGA|SL01|AYACUCHO|HUAMANGA|AYACUCHO|-13.1612654|-74.2257339|AUTORIZADO POR LIC.|INGENIERÍA DE SISTEMAS|PREGRADO|CARRERA PROFESIONAL|61|INFORMÁTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
032|UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN|PÚBLICO|LICENCIA OTORGADA|6|S|UNJBG-TACNA|TACNA|TACNA|SL01|TACNA|TACNA|TACNA|-18.0251828|-70.2505031|AUTORIZADO POR LIC.|MEDICINA HUMANA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|BIOESTADÍSTICA|POSGRADO|MAESTRÍA|54|MATEMÁTICAS Y ESTADÍSTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|LIMA|-12.0672473|-77.03584406|AUTORIZADO POR LIC.|MAESTRÍA EN PROJECT MANAGEMENT|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F05|UPCV-LIMA|LIMA|LIMA|F05L01|LIMA|LIMA|LOS OLIVOS|-11.9552328|-77.0685585|AUTORIZADO POR LIC.|DOCTORADO EN ADMINISTRACIÓN|POSGRADO|DOCTORADO|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F03|UPCV-SAN MARTÍN|SAN MARTÍN|SAN MARTÍN|F03L02|SAN MARTÍN|SAN MARTÍN|TARAPOTO|-6.4888233|-76.3616983|AUTORIZADO POR LIC.|CONTABILIDAD|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
